No.;time;;time 1;time 2;Delay;;Delay 1;Delay 2;jitter
4015;66,411675;;66,411675;66,412709;0,001034;;0,000973;-0,000802;-0,001775
4016;66,412709;;66,412709;66,41277;6,1E-05;;-0,000802;-0,007715;-0,006913
4017;66,41277;;66,41277;66,413633;0,000863;;-0,007715;0,008443;0,016158
4018;66,413633;;66,413633;66,422211;0,008578;;0,008443;-0,013828;-0,022271
4019;66,422211;;66,422211;66,422346;0,000135;;-0,013828;-0,23896;-0,225132
4020;66,422346;;66,422346;66,436309;0,013963;;-0,23896;0,252923;0,491883
4021;66,436309;;66,436309;66,689232;0,252923;;0,252923;-0,000162;-0,253085
4022;66,689232;;66,689232;66,689232;0;;-0,000162;-0,010725;-0,010563
4023;66,689232;;66,689232;66,689394;0,000162;;-0,010725;0,010822;0,021547
4024;66,689394;;66,689394;66,700281;0,010887;;0,010822;-0,013813;-0,024635
4025;66,700281;;66,700281;66,700346;6,5E-05;;-0,013813;0,013878;0,027691
4026;66,700346;;66,700346;66,714224;0,013878;;0,013878;-5,4E-05;-0,013932
4027;66,714224;;66,714224;66,714224;0;;-5,4E-05;-1,42109E-14;5,4E-05
4028;66,714224;;66,714224;66,714278;5,4E-05;;-1,42109E-14;-2E-06;-2E-06
4029;66,714278;;66,714278;66,714332;5,4E-05;;-2E-06;5,6E-05;5,8E-05
4030;66,714332;;66,714332;66,714388;5,6E-05;;5,6E-05;0;-5,6E-05
4031;66,714388;;66,714388;66,714388;0;;0;0;0
4032;66,714388;;66,714388;66,714388;0;;0;0;0
4033;66,714388;;66,714388;66,714388;0;;0;0;0
4034;66,714388;;66,714388;66,714388;0;;0;-4,9E-05;-4,9E-05
4035;66,714388;;66,714388;66,714388;0;;-4,9E-05;3E-06;5,2E-05
4036;66,714388;;66,714388;66,714437;4,9E-05;;3E-06;1E-05;7E-06
4037;66,714437;;66,714437;66,714483;4,6E-05;;1E-05;7E-06;-3E-06
4038;66,714483;;66,714483;66,714519;3,6E-05;;7E-06;1E-05;3E-06
4039;66,714519;;66,714519;66,714548;2,9E-05;;1E-05;5E-06;-5E-06
4040;66,714548;;66,714548;66,714567;1,9E-05;;5E-06;-2,1E-05;-2,6E-05
4041;66,714567;;66,714567;66,714581;1,4E-05;;-2,1E-05;1,9E-05;4E-05
4042;66,714581;;66,714581;66,714616;3,5E-05;;1,9E-05;-0,000287;-0,000306
4043;66,714616;;66,714616;66,714632;1,6E-05;;-0,000287;0,000288;0,000575
4044;66,714632;;66,714632;66,714935;0,000303;;0,000288;-0,095706;-0,095994
4045;66,714935;;66,714935;66,71495;1,5E-05;;-0,095706;0,095672;0,191378
4046;66,71495;;66,71495;66,810671;0,095721;;0,095672;-0,000758;-0,09643
4047;66,810671;;66,810671;66,81072;4,9E-05;;-0,000758;0,000756;0,001514
4048;66,81072;;66,81072;66,811527;0,000807;;0,000756;-0,000329;-0,001085
4049;66,811527;;66,811527;66,811578;5,1E-05;;-0,000329;0,000328;0,000657
4050;66,811578;;66,811578;66,811958;0,00038;;0,000328;-8,6E-05;-0,000414
4051;66,811958;;66,811958;66,81201;5,2E-05;;-8,6E-05;0,000113;0,000199
4052;66,81201;;66,81201;66,812148;0,000138;;0,000113;-0,001071;-0,001184
4053;66,812148;;66,812148;66,812173;2,5E-05;;-0,001071;0,001096;0,002167
4054;66,812173;;66,812173;66,813269;0,001096;;0,001096;-2E-05;-0,001116
4055;66,813269;;66,813269;66,813269;0;;-2E-05;-3E-06;1,7E-05
4056;66,813269;;66,813269;66,813289;2E-05;;-3E-06;-0,000721;-0,000718
4057;66,813289;;66,813289;66,813312;2,3E-05;;-0,000721;0,000744;0,001465
4058;66,813312;;66,813312;66,814056;0,000744;;0,000744;-2,2E-05;-0,000766
4059;66,814056;;66,814056;66,814056;0;;-2,2E-05;1E-06;2,3E-05
4060;66,814056;;66,814056;66,814078;2,2E-05;;1E-06;-0,001265;-0,001266
4061;66,814078;;66,814078;66,814099;2,1E-05;;-0,001265;0,001286;0,002551
4062;66,814099;;66,814099;66,815385;0,001286;;0,001286;-1,7E-05;-0,001303
4063;66,815385;;66,815385;66,815385;0;;-1,7E-05;-4E-06;1,3E-05
4064;66,815385;;66,815385;66,815402;1,7E-05;;-4E-06;-0,000767;-0,000763
4065;66,815402;;66,815402;66,815423;2,1E-05;;-0,000767;0,000788;0,001555
4066;66,815423;;66,815423;66,816211;0,000788;;0,000788;-2E-05;-0,000808
4067;66,816211;;66,816211;66,816211;0;;-2E-05;1E-06;2,1E-05
4068;66,816211;;66,816211;66,816231;2E-05;;1E-06;-0,001186;-0,001187
4069;66,816231;;66,816231;66,81625;1,9E-05;;-0,001186;0,001205;0,002391
4070;66,81625;;66,81625;66,817455;0,001205;;0,001205;-1,5E-05;-0,00122
4071;66,817455;;66,817455;66,817455;0;;-1,5E-05;-9E-06;6E-06
4072;66,817455;;66,817455;66,81747;1,5E-05;;-9E-06;-0,042995;-0,042986
4073;66,81747;;66,81747;66,817494;2,4E-05;;-0,042995;0,042882;0,085877
4074;66,817494;;66,817494;66,860513;0,043019;;0,042882;-0,000695;-0,043577
4075;66,860513;;66,860513;66,86065;0,000137;;-0,000695;0,000779;0,001474
4076;66,86065;;66,86065;66,861482;0,000832;;0,000779;-0,00061;-0,001389
4077;66,861482;;66,861482;66,861535;5,3E-05;;-0,00061;0,000663;0,001273
4078;66,861535;;66,861535;66,862198;0,000663;;0,000663;-8,5E-05;-0,000748
4079;66,862198;;66,862198;66,862198;0;;-8,5E-05;3,5E-05;0,00012
4080;66,862198;;66,862198;66,862283;8,5E-05;;3,5E-05;-0,001233;-0,001268
4081;66,862283;;66,862283;66,862333;5E-05;;-0,001233;0,001283;0,002516
4082;66,862333;;66,862333;66,863616;0,001283;;0,001283;-8,1E-05;-0,001364
4083;66,863616;;66,863616;66,863616;0;;-8,1E-05;-7E-06;7,4E-05
4084;66,863616;;66,863616;66,863697;8,1E-05;;-7E-06;-0,000568;-0,000561
4085;66,863697;;66,863697;66,863785;8,8E-05;;-0,000568;0,000557;0,001125
4086;66,863785;;66,863785;66,864441;0,000656;;0,000557;-0,106317;-0,106874
4087;66,864441;;66,864441;66,86454;9,9E-05;;-0,106317;0,106416;0,212733
4088;66,86454;;66,86454;66,970956;0,106416;;0,106416;-6,7E-05;-0,106483
4089;66,970956;;66,970956;66,970956;0;;-6,7E-05;1,2E-05;7,9E-05
4090;66,970956;;66,970956;66,971023;6,7E-05;;1,2E-05;-0,000469;-0,000481
4091;66,971023;;66,971023;66,971078;5,5E-05;;-0,000469;0,000524;0,000993
4092;66,971078;;66,971078;66,971602;0,000524;;0,000524;-3,7E-05;-0,000561
4093;66,971602;;66,971602;66,971602;0;;-3,7E-05;8E-06;4,5E-05
4094;66,971602;;66,971602;66,971639;3,7E-05;;8E-06;-0,002018;-0,002026
4095;66,971639;;66,971639;66,971668;2,9E-05;;-0,002018;0,002047;0,004065
4096;66,971668;;66,971668;66,973715;0,002047;;0,002047;0;-0,002047
4097;66,973715;;66,973715;66,973715;0;;0;-5E-05;-5E-05
4098;66,973715;;66,973715;66,973715;0;;-5E-05;5E-06;5,5E-05
4099;66,973715;;66,973715;66,973765;5E-05;;5E-06;2,7E-05;2,2E-05
4100;66,973765;;66,973765;66,97381;4,5E-05;;2,7E-05;-0,001291;-0,001318
4101;66,97381;;66,97381;66,973828;1,8E-05;;-0,001291;0,001309;0,0026
4102;66,973828;;66,973828;66,975137;0,001309;;0,001309;-2,6E-05;-0,001335
4103;66,975137;;66,975137;66,975137;0;;-2,6E-05;-0,20754;-0,207514
4104;66,975137;;66,975137;66,975163;2,6E-05;;-0,20754;0,207566;0,415106
4105;66,975163;;66,975163;67,182729;0,207566;;0,207566;-4,5E-05;-0,207611
4106;67,182729;;67,182729;67,182729;0;;-4,5E-05;-2E-06;4,3E-05
4107;67,182729;;67,182729;67,182774;4,5E-05;;-2E-06;-0,033901;-0,033899
4108;67,182774;;67,182774;67,182821;4,7E-05;;-0,033901;0,033948;0,067849
4109;67,182821;;67,182821;67,216769;0,033948;;0,033948;-5,3E-05;-0,034001
4110;67,216769;;67,216769;67,216769;0;;-5,3E-05;-1E-06;5,2E-05
4111;67,216769;;67,216769;67,216822;5,3E-05;;-1E-06;9E-06;1E-05
4112;67,216822;;67,216822;67,216876;5,4E-05;;9E-06;4,5E-05;3,6E-05
4113;67,216876;;67,216876;67,216921;4,5E-05;;4,5E-05;0;-4,5E-05
4114;67,216921;;67,216921;67,216921;0;;0;0;0
4115;67,216921;;67,216921;67,216921;0;;0;0;0
4116;67,216921;;67,216921;67,216921;0;;0;-3,1E-05;-3,1E-05
4117;67,216921;;67,216921;67,216921;0;;-3,1E-05;1E-06;3,2E-05
4118;67,216921;;67,216921;67,216952;3,1E-05;;1E-06;-1E-06;-2E-06
4119;67,216952;;67,216952;67,216982;3E-05;;-1E-06;-2E-06;-1E-06
4120;67,216982;;67,216982;67,217013;3,1E-05;;-2E-06;-6,2E-05;-6E-05
4121;67,217013;;67,217013;67,217046;3,3E-05;;-6,2E-05;-0,225108;-0,225046
4122;67,217046;;67,217046;67,217141;9,5E-05;;-0,225108;0,225203;0,450311
4123;67,217141;;67,217141;67,442344;0,225203;;0,225203;-5,3E-05;-0,225256
4124;67,442344;;67,442344;67,442344;0;;-5,3E-05;-0,000672;-0,000619
4125;67,442344;;67,442344;67,442397;5,3E-05;;-0,000672;0,000725;0,001397
4126;67,442397;;67,442397;67,443122;0,000725;;0,000725;-3,5E-05;-0,00076
4127;67,443122;;67,443122;67,443122;0;;-3,5E-05;-0,001419;-0,001384
4128;67,443122;;67,443122;67,443157;3,5E-05;;-0,001419;0,001454;0,002873
4129;67,443157;;67,443157;67,444611;0,001454;;0,001454;-2,9E-05;-0,001483
4130;67,444611;;67,444611;67,444611;0;;-2,9E-05;-0,025664;-0,025635
4131;67,444611;;67,444611;67,44464;2,9E-05;;-0,025664;0,025693;0,051357
4132;67,44464;;67,44464;67,470333;0,025693;;0,025693;-0,000154;-0,025847
4133;67,470333;;67,470333;67,470333;0;;-0,000154;-0,00043;-0,000276
4134;67,470333;;67,470333;67,470487;0,000154;;-0,00043;0,000379;0,000809
4135;67,470487;;67,470487;67,471071;0,000584;;0,000379;9,3E-05;-0,000286
4136;67,471071;;67,471071;67,471276;0,000205;;9,3E-05;-0,00029;-0,000383
4137;67,471276;;67,471276;67,471388;0,000112;;-0,00029;0,000195;0,000485
4138;67,471388;;67,471388;67,47179;0,000402;;0,000195;0,000139;-5,6E-05
4139;67,47179;;67,47179;67,471997;0,000207;;0,000139;-0,000815;-0,000954
4140;67,471997;;67,471997;67,472065;6,8E-05;;-0,000815;0,000883;0,001698
4141;67,472065;;67,472065;67,472948;0,000883;;0,000883;-9E-05;-0,000973
4142;67,472948;;67,472948;67,472948;0;;-9E-05;-0,000822;-0,000732
4143;67,472948;;67,472948;67,473038;9E-05;;-0,000822;0,000912;0,001734
4144;67,473038;;67,473038;67,47395;0,000912;;0,000912;-0,0001;-0,001012
4145;67,47395;;67,47395;67,47395;0;;-0,0001;-0,039434;-0,039334
4146;67,47395;;67,47395;67,47405;0,0001;;-0,039434;0,039534;0,078968
4147;67,47405;;67,47405;67,513584;0,039534;;0,039534;0;-0,039534
4148;67,513584;;67,513584;67,513584;0;;0;0;0
4149;67,513584;;67,513584;67,513584;0;;0;-0,000119;-0,000119
4150;67,513584;;67,513584;67,513584;0;;-0,000119;-4,8E-05;7,1E-05
4151;67,513584;;67,513584;67,513703;0,000119;;-4,8E-05;-0,007059;-0,007011
4152;67,513703;;67,513703;67,51387;0,000167;;-0,007059;0,007226;0,014285
4153;67,51387;;67,51387;67,521096;0,007226;;0,007226;-0,000109;-0,007335
4154;67,521096;;67,521096;67,521096;0;;-0,000109;-1E-05;9,9E-05
4155;67,521096;;67,521096;67,521205;0,000109;;-1E-05;0,000119;0,000129
4156;67,521205;;67,521205;67,521324;0,000119;;0,000119;-4,9E-05;-0,000168
4157;67,521324;;67,521324;67,521324;0;;-4,9E-05;-0,039224;-0,039175
4158;67,521324;;67,521324;67,521373;4,9E-05;;-0,039224;0,038656;0,07788
4159;67,521373;;67,521373;67,560646;0,039273;;0,038656;0,000537;-0,038119
4160;67,560646;;67,560646;67,561263;0,000617;;0,000537;-0,000537;-0,001074
4161;67,561263;;67,561263;67,561343;8E-05;;-0,000537;0,000617;0,001154
4162;67,561343;;67,561343;67,56196;0,000617;;0,000617;-7,4E-05;-0,000691
4163;67,56196;;67,56196;67,56196;0;;-7,4E-05;-0,002836;-0,002762
4164;67,56196;;67,56196;67,562034;7,4E-05;;-0,002836;0,00291;0,005746
4165;67,562034;;67,562034;67,564944;0,00291;;0,00291;-0,000117;-0,003027
4166;67,564944;;67,564944;67,564944;0;;-0,000117;-0,000438;-0,000321
4167;67,564944;;67,564944;67,565061;0,000117;;-0,000438;0,000307;0,000745
4168;67,565061;;67,565061;67,565616;0,000555;;0,000307;0,000204;-0,000103
4169;67,565616;;67,565616;67,565864;0,000248;;0,000204;-0,044943;-0,045147
4170;67,565864;;67,565864;67,565908;4,4E-05;;-0,044943;0,04419;0,089133
4171;67,565908;;67,565908;67,610895;0,044987;;0,04419;0,000797;-0,043393
4172;67,610895;;67,610895;67,611692;0,000797;;0,000797;-3,5E-05;-0,000832
4173;67,611692;;67,611692;67,611692;0;;-3,5E-05;-0,000666;-0,000631
4174;67,611692;;67,611692;67,611727;3,5E-05;;-0,000666;0,000673;0,001339
4175;67,611727;;67,611727;67,612428;0,000701;;0,000673;-0,007271;-0,007944
4176;67,612428;;67,612428;67,612456;2,8E-05;;-0,007271;0,006506;0,013777
4177;67,612456;;67,612456;67,619755;0,007299;;0,006506;0,000793;-0,005713
4178;67,619755;;67,619755;67,620548;0,000793;;0,000793;-0,000115;-0,000908
4179;67,620548;;67,620548;67,620548;0;;-0,000115;-0,000465;-0,00035
4180;67,620548;;67,620548;67,620663;0,000115;;-0,000465;0,00051;0,000975
4181;67,620663;;67,620663;67,621243;0,00058;;0,00051;-0,039194;-0,039704
4182;67,621243;;67,621243;67,621313;7E-05;;-0,039194;0,038596;0,07779
4183;67,621313;;67,621313;67,660577;0,039264;;0,038596;0,000607;-0,037989
4184;67,660577;;67,660577;67,661245;0,000668;;0,000607;-0,217888;-0,218495
4185;67,661245;;67,661245;67,661306;6,1E-05;;-0,217888;0,217949;0,435837
4186;67,661306;;67,661306;67,879255;0,217949;;0,217949;-5,5E-05;-0,218004
4187;67,879255;;67,879255;67,879255;0;;-5,5E-05;-0,001084;-0,001029
4188;67,879255;;67,879255;67,87931;5,5E-05;;-0,001084;-0,02938;-0,028296
4189;67,87931;;67,87931;67,880449;0,001139;;-0,02938;0,030469;0,059849
4190;67,880449;;67,880449;67,910968;0,030519;;0,030469;-0,000358;-0,030827
4191;67,910968;;67,910968;67,911018;5E-05;;-0,000358;0,000408;0,000766
4192;67,911018;;67,911018;67,911426;0,000408;;0,000408;-5E-05;-0,000458
4193;67,911426;;67,911426;67,911426;0;;-5E-05;-0,000678;-0,000628
4194;67,911426;;67,911426;67,911476;5E-05;;-0,000678;0,000498;0,001176
4195;67,911476;;67,911476;67,912204;0,000728;;0,000498;0,000201;-0,000297
4196;67,912204;;67,912204;67,912434;0,00023;;0,000201;-0,000721;-0,000922
4197;67,912434;;67,912434;67,912463;2,9E-05;;-0,000721;0,00075;0,001471
4198;67,912463;;67,912463;67,913213;0,00075;;0,00075;-7,1E-05;-0,000821
4199;67,913213;;67,913213;67,913213;0;;-7,1E-05;-0,000951;-0,00088
4200;67,913213;;67,913213;67,913284;7,1E-05;;-0,000951;0,001022;0,001973
4201;67,913284;;67,913284;67,914306;0,001022;;0,001022;-7,4E-05;-0,001096
4202;67,914306;;67,914306;67,914306;0;;-7,4E-05;-0,001094;-0,00102
4203;67,914306;;67,914306;67,91438;7,4E-05;;-0,001094;-0,001143;-4,9E-05
4204;67,91438;;67,91438;67,915548;0,001168;;-0,001143;0,002311;0,003454
4205;67,915548;;67,915548;67,917859;0,002311;;0,002311;-8,9E-05;-0,0024
4206;67,917859;;67,917859;67,917859;0;;-8,9E-05;-0,000354;-0,000265
4207;67,917859;;67,917859;67,917948;8,9E-05;;-0,000354;0,000353;0,000707
4208;67,917948;;67,917948;67,918391;0,000443;;0,000353;-0,000246;-0,000599
4209;67,918391;;67,918391;67,918481;9E-05;;-0,000246;-0,000468;-0,000222
4210;67,918481;;67,918481;67,918817;0,000336;;-0,000468;0,000804;0,001272
4211;67,918817;;67,918817;67,919621;0,000804;;0,000804;-8E-05;-0,000884
4212;67,919621;;67,919621;67,919621;0;;-8E-05;-0,040783;-0,040703
4213;67,919621;;67,919621;67,919701;8E-05;;-0,040783;0,040783;0,081566
4214;67,919701;;67,919701;67,960564;0,040863;;0,040783;-0,00047;-0,041253
4215;67,960564;;67,960564;67,960644;8E-05;;-0,00047;0,00055;0,00102
4216;67,960644;;67,960644;67,961194;0,00055;;0,00055;-5,3E-05;-0,000603
4217;67,961194;;67,961194;67,961194;0;;-5,3E-05;-0,00116;-0,001107
4218;67,961194;;67,961194;67,961247;5,3E-05;;-0,00116;-0,047094;-0,045934
4219;67,961247;;67,961247;67,96246;0,001213;;-0,047094;0,048303;0,095397
4220;67,96246;;67,96246;68,010767;0,048307;;0,048303;-0,000575;-0,048878
4221;68,010767;;68,010767;68,010771;4E-06;;-0,000575;0,000469;0,001044
4222;68,010771;;68,010771;68,01135;0,000579;;0,000469;-0,000853;-0,001322
4223;68,01135;;68,01135;68,01146;0,00011;;-0,000853;0,000963;0,001816
4224;68,01146;;68,01146;68,012423;0,000963;;0,000963;-7,5E-05;-0,001038
4225;68,012423;;68,012423;68,012423;0;;-7,5E-05;-0,000764;-0,000689
4226;68,012423;;68,012423;68,012498;7,5E-05;;-0,000764;0,000839;0,001603
4227;68,012498;;68,012498;68,013337;0,000839;;0,000839;-5,6E-05;-0,000895
4228;68,013337;;68,013337;68,013337;0;;-5,6E-05;-0,000946;-0,00089
4229;68,013337;;68,013337;68,013393;5,6E-05;;-0,000946;0,001002;0,001948
4230;68,013393;;68,013393;68,014395;0,001002;;0,001002;-5,3E-05;-0,001055
4231;68,014395;;68,014395;68,014395;0;;-5,3E-05;-0,000911;-0,000858
4232;68,014395;;68,014395;68,014448;5,3E-05;;-0,000911;0,000964;0,001875
4233;68,014448;;68,014448;68,015412;0,000964;;0,000964;-5,3E-05;-0,001017
4234;68,015412;;68,015412;68,015412;0;;-5,3E-05;-0,000961;-0,000908
4235;68,015412;;68,015412;68,015465;5,3E-05;;-0,000961;0,001014;0,001975
4236;68,015465;;68,015465;68,016479;0,001014;;0,001014;-5,7E-05;-0,001071
4237;68,016479;;68,016479;68,016479;0;;-5,7E-05;-0,000556;-0,000499
4238;68,016479;;68,016479;68,016536;5,7E-05;;-0,000556;0,000613;0,001169
4239;68,016536;;68,016536;68,017149;0,000613;;0,000613;-5,5E-05;-0,000668
4240;68,017149;;68,017149;68,017149;0;;-5,5E-05;-0,043511;-0,043456
4241;68,017149;;68,017149;68,017204;5,5E-05;;-0,043511;0,043302;0,086813
4242;68,017204;;68,017204;68,06077;0,043566;;0,043302;-6E-05;-0,043362
4243;68,06077;;68,06077;68,061034;0,000264;;-6E-05;0,000279;0,000339
4244;68,061034;;68,061034;68,061358;0,000324;;0,000279;-0,000811;-0,00109
4245;68,061358;;68,061358;68,061403;4,5E-05;;-0,000811;0,000821;0,001632
4246;68,061403;;68,061403;68,062259;0,000856;;0,000821;-0,323949;-0,32477
4247;68,062259;;68,062259;68,062294;3,5E-05;;-0,323949;0,323908;0,647857
4248;68,062294;;68,062294;68,386278;0,323984;;0,323908;-0,023925;-0,347833
4249;68,386278;;68,386278;68,386354;7,6E-05;;-0,023925;0,023949;0,047874
4250;68,386354;;68,386354;68,410355;0,024001;;0,023949;-0,000486;-0,024435
4251;68,410355;;68,410355;68,410407;5,2E-05;;-0,000486;0,000538;0,001024
4252;68,410407;;68,410407;68,410945;0,000538;;0,000538;-5,2E-05;-0,00059
4253;68,410945;;68,410945;68,410945;0;;-5,2E-05;-0,000675;-0,000623
4254;68,410945;;68,410945;68,410997;5,2E-05;;-0,000675;0,000689;0,001364
4255;68,410997;;68,410997;68,411724;0,000727;;0,000689;-0,00109;-0,001779
4256;68,411724;;68,411724;68,411762;3,8E-05;;-0,00109;0,001093;0,002183
4257;68,411762;;68,411762;68,41289;0,001128;;0,001093;-0,00068;-0,001773
4258;68,41289;;68,41289;68,412925;3,5E-05;;-0,00068;0,000715;0,001395
4259;68,412925;;68,412925;68,41364;0,000715;;0,000715;-4,8E-05;-0,000763
4260;68,41364;;68,41364;68,41364;0;;-4,8E-05;-0,045917;-0,045869
4261;68,41364;;68,41364;68,413688;4,8E-05;;-0,045917;0,045899;0,091816
4262;68,413688;;68,413688;68,459653;0,045965;;0,045899;-0,001716;-0,047615
4263;68,459653;;68,459653;68,459719;6,6E-05;;-0,001716;0,001697;0,003413
4264;68,459719;;68,459719;68,461501;0,001782;;0,001697;-0,000577;-0,002274
4265;68,461501;;68,461501;68,461586;8,5E-05;;-0,000577;0,000619;0,001196
4266;68,461586;;68,461586;68,462248;0,000662;;0,000619;-0,001075;-0,001694
4267;68,462248;;68,462248;68,462291;4,3E-05;;-0,001075;0,001118;0,002193
4268;68,462291;;68,462291;68,463409;0,001118;;0,001118;-6,7E-05;-0,001185
4269;68,463409;;68,463409;68,463409;0;;-6,7E-05;-0,000759;-0,000692
4270;68,463409;;68,463409;68,463476;6,7E-05;;-0,000759;0,000826;0,001585
4271;68,463476;;68,463476;68,464302;0,000826;;0,000826;-5,9E-05;-0,000885
4272;68,464302;;68,464302;68,464302;0;;-5,9E-05;-0,001125;-0,001066
4273;68,464302;;68,464302;68,464361;5,9E-05;;-0,001125;0,001184;0,002309
4274;68,464361;;68,464361;68,465545;0,001184;;0,001184;-5,9E-05;-0,001243
4275;68,465545;;68,465545;68,465545;0;;-5,9E-05;-0,00438;-0,004321
4276;68,465545;;68,465545;68,465604;5,9E-05;;-0,00438;0,004439;0,008819
4277;68,465604;;68,465604;68,470043;0,004439;;0,004439;-7,3E-05;-0,004512
4278;68,470043;;68,470043;68,470043;0;;-7,3E-05;-0,000256;-0,000183
4279;68,470043;;68,470043;68,470116;7,3E-05;;-0,000256;0,00027;0,000526
4280;68,470116;;68,470116;68,470445;0,000329;;0,00027;-0,000128;-0,000398
4281;68,470445;;68,470445;68,470504;5,9E-05;;-0,000128;0,000163;0,000291
4282;68,470504;;68,470504;68,470691;0,000187;;0,000163;-0,0014;-0,001563
4283;68,470691;;68,470691;68,470715;2,4E-05;;-0,0014;0,001374;0,002774
4284;68,470715;;68,470715;68,472139;0,001424;;0,001374;-0,007203;-0,008577
4285;68,472139;;68,472139;68,472189;5E-05;;-0,007203;-0,073806;-0,066603
4286;68,472189;;68,472189;68,479442;0,007253;;-0,073806;0,080957;0,154763
4287;68,479442;;68,479442;68,560501;0,081059;;0,080957;-0,000266;-0,081223
4288;68,560501;;68,560501;68,560603;0,000102;;-0,000266;0,000316;0,000582
4289;68,560603;;68,560603;68,560971;0,000368;;0,000316;-0,001152;-0,001468
4290;68,560971;;68,560971;68,561023;5,2E-05;;-0,001152;0,001204;0,002356
4291;68,561023;;68,561023;68,562227;0,001204;;0,001204;-6,9E-05;-0,001273
4292;68,562227;;68,562227;68,562227;0;;-6,9E-05;-0,000667;-0,000598
4293;68,562227;;68,562227;68,562296;6,9E-05;;-0,000667;0,000736;0,001403
4294;68,562296;;68,562296;68,563032;0,000736;;0,000736;-4,3E-05;-0,000779
4295;68,563032;;68,563032;68,563032;0;;-4,3E-05;-0,000998;-0,000955
4296;68,563032;;68,563032;68,563075;4,3E-05;;-0,000998;0,001041;0,002039
4297;68,563075;;68,563075;68,564116;0,001041;;0,001041;-7E-05;-0,001111
4298;68,564116;;68,564116;68,564116;0;;-7E-05;-0,000829;-0,000759
4299;68,564116;;68,564116;68,564186;7E-05;;-0,000829;0,000899;0,001728
4300;68,564186;;68,564186;68,565085;0,000899;;0,000899;-6,7E-05;-0,000966
4301;68,565085;;68,565085;68,565085;0;;-6,7E-05;-0,000818;-0,000751
4302;68,565085;;68,565085;68,565152;6,7E-05;;-0,000818;0,00083;0,001648
4303;68,565152;;68,565152;68,566037;0,000885;;0,00083;-0,044638;-0,045468
4304;68,566037;;68,566037;68,566092;5,5E-05;;-0,044638;0,044631;0,089269
4305;68,566092;;68,566092;68,610785;0,044693;;0,044631;-0,000169;-0,0448
4306;68,610785;;68,610785;68,610847;6,2E-05;;-0,000169;0,000166;0,000335
4307;68,610847;;68,610847;68,611078;0,000231;;0,000166;-0,001127;-0,001293
4308;68,611078;;68,611078;68,611143;6,5E-05;;-0,001127;0,001192;0,002319
4309;68,611143;;68,611143;68,612335;0,001192;;0,001192;-5,9E-05;-0,001251
4310;68,612335;;68,612335;68,612335;0;;-5,9E-05;-0,000676;-0,000617
4311;68,612335;;68,612335;68,612394;5,9E-05;;-0,000676;0,000735;0,001411
4312;68,612394;;68,612394;68,613129;0,000735;;0,000735;-7,8E-05;-0,000813
4313;68,613129;;68,613129;68,613129;0;;-7,8E-05;-0,000816;-0,000738
4314;68,613129;;68,613129;68,613207;7,8E-05;;-0,000816;-0,050426;-0,04961
4315;68,613207;;68,613207;68,614101;0,000894;;-0,050426;-0,206597;-0,156171
4316;68,614101;;68,614101;68,665421;0,05132;;-0,206597;0,257917;0,464514
4317;68,665421;;68,665421;68,923338;0,257917;;0,257917;-0,000139;-0,258056
4319;68,923338;;68,923338;68,923338;0;;-0,000139;-0,000754;-0,000615
4320;68,923338;;68,923338;68,923477;0,000139;;-0,000754;0,000893;0,001647
4321;68,923477;;68,923477;68,92437;0,000893;;0,000893;-9,2E-05;-0,000985
4322;68,92437;;68,92437;68,92437;0;;-9,2E-05;-0,035788;-0,035696
4323;68,92437;;68,92437;68,924462;9,2E-05;;-0,035788;0,035622;0,07141
4324;68,924462;;68,924462;68,960342;0,03588;;0,035622;0,000208;-0,035414
4325;68,960342;;68,960342;68,9606;0,000258;;0,000208;-0,000415;-0,000623
4326;68,9606;;68,9606;68,96065;5E-05;;-0,000415;-5E-05;0,000365
4327;68,96065;;68,96065;68,961115;0,000465;;-5E-05;0,000515;0,000565
4328;68,961115;;68,961115;68,96163;0,000515;;0,000515;-5,1E-05;-0,000566
4329;68,96163;;68,96163;68,96163;0;;-5,1E-05;-0,000483;-0,000432
4330;68,96163;;68,96163;68,961681;5,1E-05;;-0,000483;0,000534;0,001017
4331;68,961681;;68,961681;68,962215;0,000534;;0,000534;-4,8E-05;-0,000582
4332;68,962215;;68,962215;68,962215;0;;-4,8E-05;-4E-06;4,4E-05
4333;68,962215;;68,962215;68,962263;4,8E-05;;-4E-06;-0,000649;-0,000645
4334;68,962263;;68,962263;68,962315;5,2E-05;;-0,000649;0,000701;0,00135
4335;68,962315;;68,962315;68,963016;0,000701;;0,000701;-4,9E-05;-0,00075
4336;68,963016;;68,963016;68,963016;0;;-4,9E-05;-3E-06;4,6E-05
4337;68,963016;;68,963016;68,963065;4,9E-05;;-3E-06;-0,000914;-0,000911
4338;68,963065;;68,963065;68,963117;5,2E-05;;-0,000914;0,000966;0,00188
4339;68,963117;;68,963117;68,964083;0,000966;;0,000966;-4,7E-05;-0,001013
4340;68,964083;;68,964083;68,964083;0;;-4,7E-05;-5E-06;4,2E-05
4341;68,964083;;68,964083;68,96413;4,7E-05;;-5E-06;-0,000448;-0,000443
4342;68,96413;;68,96413;68,964182;5,2E-05;;-0,000448;0,000453;0,000901
4343;68,964182;;68,964182;68,964682;0,0005;;0,000453;-0,056324;-0,056777
4344;68,964682;;68,964682;68,964729;4,7E-05;;-0,056324;0,056371;0,112695
